Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
2996,2996,2996,0,2996,2996,2996,0,2996,2996,2996,0,2996,
2837,2837,2837,0,2837,2837,2837,0,2837,2837,2837,0,2837,
3026,3026,3026,0,3026,3026,3026,0,3026,3026,3026,0,3026,
3105,3105,3105,0,3105,3105,3105,0,3105,3105,3105,0,3105,
3070,3070,3070,0,3070,3070,3070,0,3070,3070,3070,0,3070,
2837,2837,2837,0,2837,2837,2837,0,2837,2837,2837,0,2837,
2952,2952,2952,0,2952,2952,2952,0,2952,2952,2952,0,2952,
3343,3343,3343,0,3343,3343,3343,0,3343,3343,3343,0,3343,
2944,2944,2944,0,2944,2944,2944,0,2944,2944,2944,0,2944,
2960,2960,2960,0,2960,2960,2960,0,2960,2960,2960,0,2960,
2964,2964,2964,0,2964,2964,2964,0,2964,2964,2964,0,2964,
2846,2846,2846,0,2846,2846,2846,0,2846,2846,2846,0,2846,
2998,2998,2998,0,2998,2998,2998,0,2998,2998,2998,0,2998,
3094,3094,3094,0,3094,3094,3094,0,3094,3094,3094,0,3094,
2785,2785,2785,0,2785,2785,2785,0,2785,2785,2785,0,2785,
3094,3094,3094,0,3094,3094,3094,0,3094,3094,3094,0,3094,
2857,2857,2857,0,2857,2857,2857,0,2857,2857,2857,0,2857,
2962,2962,2962,0,2962,2962,2962,0,2962,2962,2962,0,2962,
2917,2917,2917,0,2917,2917,2917,0,2917,2917,2917,0,2917,
3140,3140,3140,0,3140,3140,3140,0,3140,3140,3140,0,3140,
