id,17
num_pods,100
max_cnk,38,load,0.2
min_cnk,1
tfk_mean,200
tfk_var,100
traffic value,traffic counts
1,54
4,222
8,680
16,879
40,43
0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,8,8,0,40,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,16,16,8,0,8,0,1,0,0,8,0,0,0,8,0,16,8,40,0,0,8,0,0,0,16,0,0,1,16,16,0,0,0,0,0,16,0,0,0,0,8,0,16,0,0,0,0,0,16,0,0,0,16,8,16,8,0,0,0,0,0,0,0,0,16,16,4,0,0,8,0,0,
0,0,0,16,0,0,0,16,0,0,0,0,0,4,0,0,0,8,0,4,0,0,0,0,0,16,0,0,0,0,0,0,16,16,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,16,0,0,16,0,16,0,0,16,0,0,0,0,16,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,8,0,0,16,0,0,0,16,8,0,0,16,16,
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,8,16,0,0,8,0,0,0,0,16,8,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,8,0,0,0,0,8,16,8,0,0,0,0,0,16,0,0,8,0,16,0,1,4,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,16,0,1,0,0,0,0,0,0,0,0,8,16,0,16,16,0,0,0,0,0,16,0,16,0,0,0,16,0,8,0,0,0,0,0,16,
16,0,0,8,0,0,0,8,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,16,0,0,0,0,0,16,4,0,4,0,0,0,0,0,0,0,0,8,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16,0,0,0,16,0,40,0,0,0,4,16,0,0,8,0,0,4,0,8,16,8,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,1,8,0,1,8,0,8,16,0,16,0,0,16,0,0,8,0,8,0,16,0,0,0,0,8,0,0,0,0,0,4,0,0,8,16,0,8,0,0,1,0,0,40,0,0,16,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,16,0,0,8,0,0,8,8,0,0,8,
