id,1
num_pods,50
max_cnk,18,load,0.2
min_cnk,1
tfk_mean,200
tfk_var,200
traffic value,traffic counts
1,76
4,59
8,79
16,167
40,69
0,4,0,1,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,40,0,4,40,0,0,0,4,0,16,0,0,0,0,0,0,0,16,0,0,0,40,0,0,0,
0,0,0,4,16,16,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,40,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1,16,0,0,0,1,40,0,0,0,16,0,0,0,0,16,0,0,1,1,0,0,16,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,1,
40,0,16,0,0,0,0,0,0,16,40,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,16,0,0,16,0,0,0,0,40,0,16,16,0,16,0,40,0,40,0,
0,0,0,4,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,40,0,0,0,0,16,0,0,40,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,
0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,16,0,
1,16,8,0,0,8,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,
