id,13
num_pods,50
max_cnk,18,load,0.2
min_cnk,1
tfk_mean,200
tfk_var,200
traffic value,traffic counts
1,85
4,81
8,93
16,175
40,70
0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,8,0,0,4,0,8,0,0,0,16,4,0,0,0,0,0,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
0,0,4,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,16,40,8,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,1,0,0,0,0,0,
0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,40,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,16,0,0,0,
16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,16,16,0,
0,4,0,0,40,0,0,0,8,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,40,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,
16,0,0,1,16,8,0,8,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,8,0,0,4,0,0,1,0,40,16,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,
16,0,0,1,0,0,8,0,0,40,0,0,16,1,8,8,0,0,0,16,0,0,40,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,4,16,4,4,40,0,16,0,0,
0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,4,0,16,0,0,0,8,0,16,0,0,0,4,0,16,0,0,8,0,0,0,4,0,0,16,0,0,0,16,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,40,0,0,0,16,1,0,4,0,1,0,40,0,8,0,4,1,0,0,0,1,0,8,0,0,0,0,0,4,16,0,0,0,4,0,16,0,0,0,0,
0,1,0,0,0,0,0,0,16,8,0,0,0,0,0,4,0,0,16,0,0,0,1,0,4,0,0,40,40,0,0,0,16,0,0,0,0,1,16,16,0,0,0,0,0,4,16,0,0,0,
0,16,0,0,0,16,0,16,0,0,8,16,1,0,0,0,0,0,8,0,16,0,16,0,0,0,0,0,16,16,0,1,0,1,0,8,0,0,0,16,16,0,0,0,0,0,0,0,16,0,
0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,16,0,0,16,0,0,4,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,40,0,0,4,0,0,0,4,4,40,0,0,0,0,40,0,0,16,0,0,0,0,0,
16,16,0,0,0,0,40,0,0,0,16,16,0,0,0,8,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,1,0,16,0,8,0,40,8,0,0,0,0,0,40,0,0,0,0,0,
0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,16,0,0,0,1,8,0,
8,0,0,0,16,0,8,0,0,4,0,40,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,40,8,40,0,16,0,0,16,0,0,4,
0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,8,16,0,8,8,16,0,16,0,4,0,0,0,0,0,16,4,
0,0,40,0,0,0,16,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,8,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,8,0,0,0,0,8,0,0,16,0,16,0,0,1,40,0,0,4,1,8,0,0,0,0,0,0,0,0,0,0,0,40,8,8,0,4,1,0,40,16,0,0,1,0,0,0,16,0,0,
8,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,8,0,0,40,0,8,0,0,0,0,16,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,8,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
16,40,0,16,4,0,0,0,0,0,16,0,0,0,0,8,0,0,0,16,8,0,4,0,0,0,0,8,0,0,0,40,0,16,0,0,0,40,0,0,16,4,4,0,0,4,4,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,
1,8,16,0,16,0,0,0,0,16,0,0,0,0,0,0,8,0,8,1,0,0,0,0,0,0,0,0,8,16,0,0,8,4,1,0,0,1,0,0,40,0,0,0,0,0,16,0,0,16,
0,0,0,0,16,0,0,0,0,0,40,16,16,0,0,0,8,16,1,0,16,0,0,0,40,0,0,1,1,0,1,0,0,0,8,0,4,16,0,0,8,0,1,0,0,0,0,0,0,0,
