Arch2_bench1,Arch2_bench2,Arch2_sa,Arch2_ff,Arch4_bench1,Arch4_bench2,Arch4_sa,Arch4_ff,Arch5_bench1,Arch5_bench2,Arch5_sa,Arch5_ff,total_cnk,
2328,2328,2328,0,2328,2328,2328,0,2328,2328,2328,0,2328,
2503,2503,2503,0,2503,2503,2503,0,2503,2503,2503,0,2503,
2292,2292,2292,0,2292,2292,2292,0,2292,2292,2292,0,2292,
2424,2424,2424,0,2414,2413,2421,0,2424,2424,2424,0,2424,
2327,2327,2327,0,2327,2327,2327,0,2327,2327,2327,0,2327,
2322,2322,2322,0,2322,2322,2322,0,2322,2322,2322,0,2322,
1935,1935,1935,0,1935,1935,1935,0,1935,1935,1935,0,1935,
2455,2455,2455,0,2455,2455,2455,0,2455,2455,2455,0,2455,
2334,2334,2334,0,2334,2334,2334,0,2334,2334,2334,0,2334,
2483,2483,2483,0,2483,2483,2483,0,2483,2483,2483,0,2483,
2377,2377,2377,0,2377,2377,2377,0,2377,2377,2377,0,2377,
2465,2465,2465,0,2465,2465,2465,0,2465,2465,2465,0,2465,
2572,2572,2572,0,2572,2572,2572,0,2572,2572,2572,0,2572,
2429,2429,2429,0,2429,2429,2429,0,2429,2429,2429,0,2429,
2396,2396,2396,0,2396,2396,2396,0,2396,2396,2396,0,2396,
2687,2687,2687,0,2684,2680,2685,0,2687,2687,2687,0,2687,
2510,2510,2510,0,2510,2510,2510,0,2510,2510,2510,0,2510,
2370,2370,2370,0,2370,2370,2370,0,2370,2370,2370,0,2370,
2048,2048,2048,0,2048,2048,2048,0,2048,2048,2048,0,2048,
2816,2816,2816,0,2816,2816,2816,0,2816,2816,2816,0,2816,
